red_fighter_name,blue_fighter_name,event_date,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,bout_type,event_name,event_location,source_url,source_title
Dayana Silva,Janay Harding,2022-04-23,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Women's Featherweight Bout,Bellator 279: Cyborg vs. Blencowe 2,"Neal S. Blaisdell Arena, Honolulu, Hawaii , United States",https://en.wikipedia.org/wiki/Bellator_279,Bellator 279
Justin Gonzales,Kai Kamaka III,2022-04-23,W,L,red_win,"Decision (split) (28–29, 30–27, 29–28)",3,5:00,Featherweight Bout,Bellator 279: Cyborg vs. Blencowe 2,"Neal S. Blaisdell Arena, Honolulu, Hawaii , United States",https://en.wikipedia.org/wiki/Bellator_279,Bellator 279
Lance Gibson Jr.,Nainoa Dung,2022-04-23,W,L,red_win,"Decision (unanimous) (30–26, 30–25, 30–25)",3,5:00,Lightweight Bout,Bellator 279: Cyborg vs. Blencowe 2,"Neal S. Blaisdell Arena, Honolulu, Hawaii , United States",https://en.wikipedia.org/wiki/Bellator_279,Bellator 279
Jordan Winski,Ryan Dela Cruz,2022-04-23,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Bantamweight Bout,Bellator 279: Cyborg vs. Blencowe 2,"Neal S. Blaisdell Arena, Honolulu, Hawaii , United States",https://en.wikipedia.org/wiki/Bellator_279,Bellator 279
Randi Field,Maraya Miller,2022-04-23,W,L,red_win,Submission (rear-naked choke),2,0:48,Catchweight (120 lb) Bout,Bellator 279: Cyborg vs. Blencowe 2,"Neal S. Blaisdell Arena, Honolulu, Hawaii , United States",https://en.wikipedia.org/wiki/Bellator_279,Bellator 279
Sumiko Inaba,Whittany Pyles,2022-04-23,W,L,red_win,KO (punches),1,1:22,Catchweight (127.4 lb) Bout,Bellator 279: Cyborg vs. Blencowe 2,"Neal S. Blaisdell Arena, Honolulu, Hawaii , United States",https://en.wikipedia.org/wiki/Bellator_279,Bellator 279
Eric Larkin,Marcus Andrusia,2010-09-09,W,L,red_win,Submission (guillotine choke),1,2:46,Lightweight Bout,Bellator 28,"Mahalia Jackson Theater, New Orleans, Louisiana , United States",https://en.wikipedia.org/wiki/Bellator_28,Bellator 28
Guyana Carey Vanier,Rich Clementi,2010-09-09,W,L,red_win,"Split decision (29–28, 28–29, 29–28)",3,5:00,Lightweight Bout,Bellator 28,"Mahalia Jackson Theater, New Orleans, Louisiana , United States",https://en.wikipedia.org/wiki/Bellator_28,Bellator 28
Eric Schambari,Matt Horwich,2010-09-09,W,L,red_win,"Split decision (30–27, 28–29, 30–27)",3,5:00,Middleweight Bout,Bellator 28,"Mahalia Jackson Theater, New Orleans, Louisiana , United States",https://en.wikipedia.org/wiki/Bellator_28,Bellator 28
Georgi Karakhanyan,Anthony Leone,2010-09-09,W,L,red_win,"Unanimous decision (29–28, 30–27, 30–27)",3,5:00,Featherweight Bout,Bellator 28,"Mahalia Jackson Theater, New Orleans, Louisiana , United States",https://en.wikipedia.org/wiki/Bellator_28,Bellator 28
Tony Roberts,Kelvin Doss,2010-09-09,W,L,red_win,Submission (punches),1,3:35,Heavyweight Bout,Bellator 28,"Mahalia Jackson Theater, New Orleans, Louisiana , United States",https://en.wikipedia.org/wiki/Bellator_28,Bellator 28
Jonathan Mackles,Brock Kerry,2010-09-09,W,L,red_win,"Split decision (30–27, 28–29, 29–28)",3,5:00,Bantamweight Bout,Bellator 28,"Mahalia Jackson Theater, New Orleans, Louisiana , United States",https://en.wikipedia.org/wiki/Bellator_28,Bellator 28
Charlie Rader,Josh Rafferty,2010-09-09,W,L,red_win,TKO (punches),1,1:14,Welterweight Bout,Bellator 28,"Mahalia Jackson Theater, New Orleans, Louisiana , United States",https://en.wikipedia.org/wiki/Bellator_28,Bellator 28
Scott O'Shaughnessy,Gabe Woods,2010-09-09,W,L,red_win,Submission (armbar),3,2:11,Lightweight Bout,Bellator 28,"Mahalia Jackson Theater, New Orleans, Louisiana , United States",https://en.wikipedia.org/wiki/Bellator_28,Bellator 28
Ryan Bader,Cheick Kongo,2022-05-06,W,L,red_win,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00,Heavyweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Yoel Romero,Alex Polizzi,2022-05-06,W,L,red_win,TKO (punches),3,4:59,Light Heavyweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Davy Gallon,Benjamin Brander,2022-05-06,W,L,red_win,TKO (punches and elbows),2,3:18,Lightweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Lorenz Larkin,Kyle Stewart,2022-05-06,W,L,red_win,TKO (knees and punches),1,4:44,Middleweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Gregory Babene,Mike Shipman,2022-05-06,W,L,red_win,KO (punches),1,2:11,Middleweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Piotr Niedzielski,Pedro Carvalho,2022-05-06,W,L,red_win,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,Featherweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Thibault Gouti,Lewis Long,2022-05-06,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Welterweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Jordan Barton,Fabacary Diatta,2022-05-06,W,L,red_win,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,Featherweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Søren Bak,Charlie Leary,2022-05-06,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00,Catchweight (160 lb) Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Yves Landu,Gavin Hughes,2022-05-06,W,L,red_win,TKO (knees and body kick),1,3:01,Lightweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Lucie Bertaud,Katarzyna Sadura,2022-05-06,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Women's Flyweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Youcef Ouabbas,Matthieu Duclos,2022-05-06,W,L,red_win,TKO (punches),1,4:17,Middleweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Bourama Camara,Victor Verchere,2022-05-06,W,L,red_win,KO (punches),1,3:06,Welterweight Bout,Bellator 280: Bader vs. Kongo 2,"AccorHotels Arena, Paris , France",https://en.wikipedia.org/wiki/Bellator_280,Bellator 280
Logan Storley,Michael Page,2022-05-13,W,L,red_win,"Decision (split) (48–47, 47–48, 49–46)",5,5:00,Welterweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Fabian Edwards,Lyoto Machida,2022-05-13,W,L,red_win,KO (elbow and punches),1,3:18,Middleweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Kana Watanabe,Denise Kielholtz,2022-05-13,W,L,red_win,Submission (triangle choke),2,3:03,Women's Flyweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Paul Daley,Wendell Giácomo,2022-05-13,W,L,red_win,KO (punches),2,4:09,Welterweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Simon Biyong,Luke Trainer,2022-05-13,W,L,red_win,"Decision (unanimous) (29–27, 28–27, 29–28)",3,5:00,Light Heavyweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Daniel Weichel,Rob Whiteford,2022-05-13,W,L,red_win,TKO (punches),1,1:12,Featherweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Elina Kallionidou,Kate Jackson,2022-05-13,W,L,red_win,TKO (punches),2,4:53,Women's Flyweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Oliver Enkamp,Mark Lemminger,2022-05-13,W,L,red_win,Submission (inverted triangle),3,0:25,Welterweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Alfie Davis,Tim Wilde,2022-05-13,D,D,draw,"Draw (majority) (29–27, 28–28, 28–28)",3,5:00,Lightweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Andrew Fisher,Attila Korkmaz,2022-05-13,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Featherweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Charlie Ward,Alan Carlos,2022-05-13,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–25)",3,5:00,Catchweight (189.2 lb) Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Maciej Różański,Lee Chadwick,2022-05-13,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Light Heavyweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Chiara Penco,Lanchana Green,2022-05-13,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Women's Strawweight Bout,Bellator 281: MVP vs. Storley,"SSE Arena, London , England",https://en.wikipedia.org/wiki/Bellator_281,Bellator 281
Johnny Eblen,Gegard Mousasi,2022-06-24,W,L,red_win,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00,Middleweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Danny Sabatello,Leandro Higo,2022-06-24,W,L,red_win,"Decision (unanimous) (49–46, 49–46, 49–46)",5,5:00,Bantamweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Magomed Magomedov,Enrique Barzola,2022-06-24,W,L,red_win,Submission (guillotine choke),4,1:27,Bantamweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Brennan Ward,Kassius Kayne,2022-06-24,W,L,red_win,TKO (punches),2,1:11,Welterweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Killys Mota,Dan Moret,2022-06-24,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Lightweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Lucas Brennan,Johnny Soto,2022-06-24,W,L,red_win,Submission (rear-naked choke),1,3:34,Featherweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Alexandr Shabliy,Brent Primus,2022-06-24,W,L,red_win,TKO (punches),2,1:22,Lightweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Cat Zingano,Pam Sorenson,2022-06-24,W,L,red_win,"Decision (unanimous) (29–26, 29–27, 29–27)",3,5:00,Women's Featherweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Anatoly Tokov,Muhammad Abdullah,2022-06-24,W,L,red_win,TKO (punches),1,2:28,Middleweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Sabah Homasi,Maycon Mendonça,2022-06-24,W,L,red_win,KO (punch),1,0:58,Welterweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Ilara Joanne,Alejandra Lara,2022-06-24,W,L,red_win,"Decision (unanimous) (30–26, 29–27, 29–27)",3,5:00,Women's Flyweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
James Gonzalez,Cody Law,2022-06-24,W,L,red_win,"Decision (unanimous) (29–27, 29–28, 30–26)",3,5:00,Featherweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Aaron Jeffery,Fabio Aguiar,2022-06-24,W,L,red_win,TKO (knee and punches),2,3:30,Middleweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Mandel Nallo,Bryce Logan,2022-06-24,W,L,red_win,KO (punch),1,1:07,Lightweight Bout,Bellator 282: Mousasi vs. Eblen,"Mohegan Sun Arena, Uncasville, Connecticut , United States",https://en.wikipedia.org/wiki/Bellator_282,Bellator 282
Jason Jackson,Douglas Lima,2022-07-22,W,L,red_win,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00,Catchweight (172.8 lbs) Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Tofiq Musayev,Sidney Outlaw,2022-07-22,W,L,red_win,TKO (punches),1,0:27,Lightweight Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Usman Nurmagomedov,Chris Gonzalez,2022-07-22,W,L,red_win,Submission (guillotine choke),1,2:54,Lightweight Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Lorenz Larkin,Mukhamed Berkhamov,2022-07-22,NC,NC,no_contest,No Contest (illegal elbow),1,2:52,Welterweight Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Marcelo Golm,Davion Franklin,2022-07-22,W,L,red_win,Submission (rear-naked choke),3,4:36,Heavyweight Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Dalton Rosta,Romero Cotton,2022-07-22,W,L,red_win,TKO (punches),3,0:38,Middleweight Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Veta Arteaga,Vanessa Porto,2022-07-22,W,L,red_win,Submission (guillotine choke),2,3:47,Women's Flyweight Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Gadzhi Rabadanov,Bobby King,2022-07-22,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Lightweight Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Akhmed Magomedov,Kevin Boehm,2022-07-22,W,L,red_win,Submission (rear-naked choke),1,1:16,Catchweight (147.6 lbs) Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Roman Faraldo,Luis Iniguez,2022-07-22,W,L,red_win,KO (punch),1,3:42,Welterweight Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Jaylon Bates,Mark Coates,2022-07-22,W,L,red_win,"Decision (split) (30–27, 28–29, 29–28)",3,5:00,Catchweight (137.8 lbs) Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Archie Colgan,Bryan Nuro,2022-07-22,W,L,red_win,TKO (punches),3,1:15,Catchweight (160 lbs) Bout,Bellator 283: Lima vs. Jackson,"Emerald Queen Casino and Hotel, Tacoma, Washington , United States",https://en.wikipedia.org/wiki/Bellator_283,Bellator 283
Goiti Yamauchi,Neiman Gracie,2022-08-12,W,L,red_win,KO (punches),2,3:58,Welterweight Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
Valentin Moldavsky,Steve Mowry,2022-08-12,NC,NC,no_contest,No Contest (accidental eye poke),1,0:54,Heavyweight Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
Ilima-Lei Macfarlane,Bruna Ellen,2022-08-12,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,Catchweight (129 lbs) Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
Gokhan Saricam,Said Sowma,2022-08-12,W,L,red_win,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,Heavyweight Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
Aaron Jeffery,Austin Vanderford,2022-08-12,W,L,red_win,TKO (punches),1,1:25,Middleweight Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
Marcos Breno,Josh Hill,2022-08-12,W,L,red_win,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,Bantamweight Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
DeAnna Bennett,Justine Kish,2022-08-12,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Catchweight (128.4 lbs) Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
Sullivan Cauley,Tyson Jeffries,2022-08-12,W,L,red_win,KO (knee),1,1:39,Light Heavyweight Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
Pat Downey,Keyes Nelson,2022-08-12,W,L,red_win,Submission (arm-triangle choke),1,0:36,Middleweight Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
Bailey Schoenfelder,Mark Currier,2022-08-12,W,L,red_win,Submission (rear-naked choke),2,2:35,Heavyweight Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
Mitchell McKee,Tony Ortega,2022-08-12,W,L,red_win,TKO (punches),2,1:28,Bantamweight Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
Mayah Li,Brett Bye,2022-08-12,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Catchweight (175 lb) Bout,Bellator 284: Gracie vs. Yamauchi,"Sanford Pentagon, Sioux Falls, South Dakota , United States",https://en.wikipedia.org/wiki/Bellator_284,Bellator 284
Benson Henderson,Peter Queally,2022-09-23,W,L,red_win,"Decision (unanimous) (49–45, 49–45, 49–45)",5,5:00,Lightweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Yoel Romero,Melvin Manhoef,2022-09-23,W,L,red_win,KO (elbows),3,3:34,Light Heavyweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Leah McCourt,Dayana Silva,2022-09-23,W,L,red_win,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,Women's Featherweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Pedro Carvalho,Mads Burnell,2022-09-23,W,L,red_win,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,Featherweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Ciaran Clarke,Rafael Hudson,2022-09-23,W,L,red_win,Submission (rear-naked choke),3,2:50,Catchweight (150 lbs) Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Karl Moore,Karl Albrektsson,2022-09-23,W,L,red_win,Submission (face crank),2,3:36,Light Heavyweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Brian Moore,Arivaldo Silva,2022-09-23,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Bantamweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Brett Johns,Jordan Winski,2022-09-23,W,L,red_win,"Decision (unanimous) (30–27, 30–26, 30–26)",3,5:00,Bantamweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Darragh Kelly,Kye Stevens,2022-09-23,W,L,red_win,"Decision (unanimous) (30–27, 30–26, 30–26)",3,5:00,Lightweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Kane Mousah,Georgi Karakhanyan,2022-09-23,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Lightweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Kenny Mokhonoana,Alex Bodnar,2022-09-23,W,L,red_win,Technical Submission (guillotine choke),1,2:42,Featherweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Asaël Adjoudj,Jordan Barton,2022-09-23,W,L,red_win,TKO (head kick and punches),1,2:39,Featherweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Luca Poclit,Dante Shiro,2022-09-23,W,L,red_win,Technical Submission (reverse arm-triangle choke),2,4:27,Welterweight Bout,Bellator 285: Henderson vs. Queally,"3Arena, Dublin , Ireland",https://en.wikipedia.org/wiki/Bellator_285,Bellator 285
Patrício Pitbull,Ádám Borics,2022-10-01,W,L,red_win,"Decision (unanimous) (48–47, 49–46, 50–45)",5,5:00,Featherweight Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
A. J. McKee,Spike Carlyle,2022-10-01,W,L,red_win,"Decision (unanimous) (29–26, 30–26, 30–27)",3,5:00,Catchweight (156.6 lbs) Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
Jeremy Kennedy,Aaron Pico,2022-10-01,W,L,red_win,TKO (shoulder injury),1,5:00,Featherweight Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
Juan Archuleta,Enrique Barzola,2022-10-01,W,L,red_win,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,Catchweight (141 lbs) Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
Bobby Seronio III,Miguel Peimbert,2022-10-01,W,L,red_win,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,Bantamweight Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
Islam Mamedov,Nick Browne,2022-10-01,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Lightweight Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
Jay Jay Wilson,Vladimir Tokov,2022-10-01,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Lightweight Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
Khalid Murtazaliev,Khadzhimurat Bestaev,2022-10-01,W,L,red_win,TKO (punches),2,3:02,Middleweight Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
Sumiko Inaba,Nadine Mandiau,2022-10-01,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,Women's Flyweight Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
Weber Almeida,Ryan Lilley,2022-10-01,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Featherweight Bout,Bellator 286: Pitbull vs. Borics,"Long Beach Arena, Long Beach, California , United States",https://en.wikipedia.org/wiki/Bellator_286,Bellator 286
