red_fighter_name,blue_fighter_name,event_date,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,bout_type,event_name,event_location,source_url,source_title
Niklas Stolze,Matouš Kohout,2024-09-07,W,L,red_win,TKO (flying knee and punches),1,2:04,Welterweight Bout,Oktagon 60: Buchinger vs. Eskiev,"Rudolf Weber-Arena, Oberhausen , Germany",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_60%3A_Buchinger_vs._Eskiev,2024 in Oktagon MMA
Jamie Cordero,Milan Ďatelinka,2024-09-07,NC,NC,no_contest,No Contest (illegal elbow),1,0:34,Middleweight Bout,Oktagon 60: Buchinger vs. Eskiev,"Rudolf Weber-Arena, Oberhausen , Germany",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_60%3A_Buchinger_vs._Eskiev,2024 in Oktagon MMA
Jakub Bahník,Marcel Mohamed Grabinski,2024-09-07,W,L,red_win,"Decision (split) (30–27, 28–29, 30–27)",3,5:00,Lightweight Bout,Oktagon 60: Buchinger vs. Eskiev,"Rudolf Weber-Arena, Oberhausen , Germany",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_60%3A_Buchinger_vs._Eskiev,2024 in Oktagon MMA
Wahed Nazhand,Max Handanagić,2024-09-07,W,L,red_win,Technical Submission (rear-naked choke),1,3:00,Welterweight Bout,Oktagon 60: Buchinger vs. Eskiev,"Rudolf Weber-Arena, Oberhausen , Germany",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_60%3A_Buchinger_vs._Eskiev,2024 in Oktagon MMA
Gjoni Palokaj,Karol Jesus Arteaga,2024-09-07,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,Catchweight (152 lb) Bout,Oktagon 60: Buchinger vs. Eskiev,"Rudolf Weber-Arena, Oberhausen , Germany",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_60%3A_Buchinger_vs._Eskiev,2024 in Oktagon MMA
Hassan Shaaban,Kevin Enz,2024-09-07,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Welterweight Bout,Oktagon 60: Buchinger vs. Eskiev,"Rudolf Weber-Arena, Oberhausen , Germany",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_60%3A_Buchinger_vs._Eskiev,2024 in Oktagon MMA
Cihad Akipa,Dominic Schober,2024-09-07,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Middleweight Bout,Oktagon 60: Buchinger vs. Eskiev,"Rudolf Weber-Arena, Oberhausen , Germany",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_60%3A_Buchinger_vs._Eskiev,2024 in Oktagon MMA
Daniel Hromek,Emir-Can Al,2024-09-07,W,L,red_win,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,Welterweight Bout,Oktagon 60: Buchinger vs. Eskiev,"Rudolf Weber-Arena, Oberhausen , Germany",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_60%3A_Buchinger_vs._Eskiev,2024 in Oktagon MMA
Marek Bartl,Zoran Solaja,2024-09-07,W,L,red_win,TKO (elbow and punches),1,2:53,Welterweight Bout,Oktagon 60: Buchinger vs. Eskiev,"Rudolf Weber-Arena, Oberhausen , Germany",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_60%3A_Buchinger_vs._Eskiev,2024 in Oktagon MMA
Laura Kirtzel,Haifa Reso,2024-09-07,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Women's Bantamweight Bout,Oktagon 60: Buchinger vs. Eskiev,"Rudolf Weber-Arena, Oberhausen , Germany",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_60%3A_Buchinger_vs._Eskiev,2024 in Oktagon MMA
Ronald Paradeiser,Acoidan Duque,2024-09-21,W,L,red_win,KO (punches),1,1:28,Bantamweight Bout,Oktagon 61: Paradeiser vs. Duque,"Winning Group Arena, Brno , Czech Republic",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_61%3A_Paradeiser_vs._Duque,2024 in Oktagon MMA
Makhmud Muradov,Scott Askham,2024-09-21,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Middleweight Bout,Oktagon 61: Paradeiser vs. Duque,"Winning Group Arena, Brno , Czech Republic",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_61%3A_Paradeiser_vs._Duque,2024 in Oktagon MMA
Losene Keita,Mateusz Legierski,2024-09-21,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00,Lightweight Bout,Oktagon 61: Paradeiser vs. Duque,"Winning Group Arena, Brno , Czech Republic",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_61%3A_Paradeiser_vs._Duque,2024 in Oktagon MMA
Lucie Pudilová,Cecilie Maria Bolander,2024-09-21,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Women's Bantamweight Bout,Oktagon 61: Paradeiser vs. Duque,"Winning Group Arena, Brno , Czech Republic",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_61%3A_Paradeiser_vs._Duque,2024 in Oktagon MMA
Andrej Kalašnik,John Palaiologos,2024-09-21,W,L,red_win,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,Welterweight Bout,Oktagon 61: Paradeiser vs. Duque,"Winning Group Arena, Brno , Czech Republic",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_61%3A_Paradeiser_vs._Duque,2024 in Oktagon MMA
Vladimír Lengál,Corey Fry,2024-09-21,W,L,red_win,TKO (knee and punches),2,2:25,Lightweight Bout,Oktagon 61: Paradeiser vs. Duque,"Winning Group Arena, Brno , Czech Republic",https://en.wikipedia.org/wiki/2024_in_Oktagon_MMA#Oktagon_61%3A_Paradeiser_vs._Duque,2024 in Oktagon MMA
